sex,age,pyld_rate,mx,qx,lx,dx,Lx,ex,Lwx,ewx,label
female,80,0.26316786396655506,0.03517704711519431,0.03456552626291132,1117815.70647742,38637.88815934003,1098496.7623977498,11.00466658228001,809407.7158633575,7.635437587187508,PA scenario (+2 mMETs)
female,81,0.26928649693323276,0.03970157809271793,0.03892379744463581,1079177.81831808,42005.69880695693,1058174.9689146015,10.380765984684203,773222.7383931561,7.1587871931647005,PA scenario (+2 mMETs)
female,82,0.2754392555729141,0.044686063333174056,0.043702348389275,1037172.119511123,45326.85730651787,1014508.6908578641,9.780939178821262,735073.1722757223,6.703209116155938,PA scenario (+2 mMETs)
female,83,0.2816634359103322,0.05020839532162824,0.04896878660729598,991845.2622046052,48569.458992354834,967560.5327084278,9.20507369038192,695034.1086145405,6.268425803067921,PA scenario (+2 mMETs)
female,84,0.2880239760367632,0.05639934490329729,0.054838384958859065,943275.80321225035,51727.72161893037,917411.9424027852,8.653299668606545,653175.307088325,5.854358085762203,PA scenario (+2 mMETs)
female,85,0.2944588298643781,0.0632454490908106,0.061286960851675176,891548.08159332,54640.27237399591,864227.9454063221,8.12635504749275,609748.3958658809,5.461398122072557,PA scenario (+2 mMETs)
female,86,0.3009002405800829,0.0706978219927983,0.06825659804316297,836907.8092193241,57124.47993306753,808345.5692527904,7.624266660247934,565114.1929927818,5.089390463040885,PA scenario (+2 mMETs)
female,87,0.30727465576936597,0.07866260973689995,0.07564826088303045,779783.3292862566,58989.25272608478,750288.7029232142,7.146168081561543,519744.00000483944,4.7375165522887714,PA scenario (+2 mMETs)
female,88,0.3134426840464493,0.0872244049955295,0.08352858820729148,720794.0765601718,60206.911603249515,690690.620758547,6.6900855489389865,474198.69874227984,4.404159985383344,PA scenario (+2 mMETs)
female,89,0.3194335772240018,0.09648038098260905,0.09197228796352774,660587.1649569223,60755.712960428464,630209.3084767081,6.254259291984427,428899.29467012885,4.087717524940795,PA scenario (+2 mMETs)
